date,Party,death,death_population_1000000,death_previous7_avg,death_previous7_avg_population_1000000,positive,positive_population_1000000,positive_previous7_avg,positive_previous7_avg_population_1000000
2020-01-22,Democratic,,,,,2.0,0.26264321770509447,,
2020-01-23,Democratic,,,,,2.0,0.26264321770509447,,
2020-01-24,Democratic,,,,,2.0,0.26264321770509447,,
2020-01-25,Democratic,,,,,2.0,0.26264321770509447,,
2020-01-26,Democratic,,,,,2.0,0.26264321770509447,,
2020-01-27,Democratic,,,,,2.0,0.26264321770509447,,
2020-01-28,Democratic,,,0.0,0.0,2.0,0.26264321770509447,0.0,0.0
2020-01-29,Democratic,,,0.0,0.0,3.0,0.3939648265576417,0.14285714285714285,0.018760229836078175
2020-01-30,Democratic,,,0.0,0.0,3.0,0.3939648265576417,0.14285714285714285,0.018760229836078175
2020-01-31,Democratic,,,0.0,0.0,3.0,0.3939648265576417,0.14285714285714285,0.018760229836078175
2020-02-01,Democratic,,,0.0,0.0,4.0,0.5252864354101889,0.2857142857142857,0.03752045967215635
2020-02-02,Democratic,,,0.0,0.0,6.0,0.7879296531152834,0.5714285714285714,0.0750409193443127
2020-02-03,Democratic,,,0.0,0.0,7.0,0.9192512619678307,0.7142857142857143,0.0938011491803909
2020-02-04,Democratic,,,0.0,0.0,8.0,1.0505728708203779,0.8571428571428571,0.11256137901646905
2020-02-05,Democratic,,,0.0,0.0,8.0,1.0505728708203779,0.7142857142857143,0.0938011491803909
2020-02-06,Democratic,,,0.0,0.0,11.0,1.4445376973780195,1.1428571428571428,0.1500818386886254
2020-02-07,Democratic,,,0.0,0.0,12.0,1.5758593062305668,1.2857142857142858,0.16884206852470363
2020-02-08,Democratic,,,0.0,0.0,13.0,1.707180915083114,1.2857142857142858,0.16884206852470363
2020-02-09,Democratic,,,0.0,0.0,13.0,1.707180915083114,1.0,0.13132160885254723
2020-02-10,Democratic,,,0.0,0.0,16.0,2.1011457416407557,1.2857142857142858,0.16884206852470363
2020-02-11,Democratic,,,0.0,0.0,17.0,2.2324673504933035,1.2857142857142858,0.16884206852470363
2020-02-12,Democratic,,,0.0,0.0,18.0,2.3637889593458503,1.4285714285714286,0.1876022983607818
2020-02-13,Democratic,,,0.0,0.0,18.0,2.3637889593458503,1.0,0.13132160885254723
2020-02-14,Democratic,,,0.0,0.0,21.0,2.757753785903492,1.2857142857142858,0.16884206852470363
2020-02-15,Democratic,,,0.0,0.0,28.0,3.6770050478713228,2.142857142857143,0.28140344754117264
2020-02-16,Democratic,,,0.0,0.0,35.0,4.596256309839153,3.142857142857143,0.41272505639371987
2020-02-17,Democratic,,,0.0,0.0,50.0,6.566080442627363,4.857142857142857,0.6378478144266579
2020-02-18,Democratic,,,0.0,0.0,59.0,7.747974922300286,6.0,0.7879296531152834
2020-02-19,Democratic,,,0.0,0.0,69.0,9.061191010825759,7.285714285714286,0.956771721639987
2020-02-20,Democratic,,,0.0,0.0,82.0,10.768371925908873,9.142857142857142,1.2006547095090032
2020-02-21,Democratic,,,0.0,0.0,93.0,12.212909623286892,10.285714285714286,1.350736548197629
2020-02-22,Democratic,,,0.0,0.0,106.0,13.920090538370008,11.142857142857142,1.4632979272140978
2020-02-23,Democratic,,,0.0,0.0,122.0,16.02123628001076,12.428571428571429,1.6321399957388014
2020-02-24,Democratic,,,0.0,0.0,148.0,19.435598110176993,14.0,1.8385025239356614
2020-02-25,Democratic,,,0.0,0.0,179.0,23.506567984605955,17.142857142857142,2.251227580329381
2020-02-26,Democratic,2.0,0.26264321770509447,0.2857142857142857,0.03752045967215635,208.0,27.314894641329825,19.857142857142858,2.607671947214867
2020-02-27,Democratic,2.0,0.26264321770509447,0.2857142857142857,0.03752045967215635,235.0,30.860578080348603,21.857142857142858,2.870315164919961
2020-02-28,Democratic,4.0,0.5252864354101889,0.5714285714285714,0.0750409193443127,275.0,36.11344243445049,26.0,3.414361830166228
2020-02-29,Democratic,5.0,0.6566080442627362,0.7142857142857143,0.0938011491803909,299.0,39.26516104691162,27.571428571428573,3.620724358363088
2020-03-01,Democratic,8.0,1.0505728708203779,1.1428571428571428,0.1500818386886254,129.33333333333334,17.432453839488264,36.42857142857143,4.783858608199935
2020-03-02,Democratic,11.0,1.4445376973780195,1.5714285714285714,0.20636252819685993,156.66666666666666,20.92834113046425,43.142857142857146,5.66558941049561
2020-03-03,Democratic,14.0,1.8385025239356614,2.0,0.26264321770509447,190.0,25.13938139415305,50.714285714285715,6.6598815918077525
2020-03-04,Democratic,16.0,2.1011457416407557,2.0,0.26264321770509447,83.11111111111111,10.249547072894742,59.714285714285715,7.841776071480678
2020-03-04,Republican,,,,,1.5,0.34360857746423945,,
2020-03-05,Democratic,10.0,1.3132160885254724,2.5714285714285716,0.33768413704940725,63.785714285714285,7.879994316556079,70.85714285714286,9.305073998694777
2020-03-05,Republican,,,,,1.7,0.253400093856203,,
2020-03-06,Democratic,13.0,1.707180915083114,3.142857142857143,0.41272505639371987,51.25,6.260525528520669,76.85714285714286,10.09300365181006
2020-03-06,Republican,0.0,0.0,,,1.625,0.21588124665639274,,
2020-03-07,Democratic,13.5,1.7728417195093877,1.0476190476190477,0.13757501879790662,49.0,5.892962388435226,34.904761904761905,4.445703440796203
2020-03-07,Republican,0.0,0.0,,,1.84,0.3005802305053723,,
2020-03-08,Democratic,10.333333333333334,1.3569899581429878,1.0952380952380951,0.143828428743266,59.28,7.108366401683258,40.38095238095239,5.105436049490116
2020-03-08,Republican,0.0,0.0,,,2.24,0.3929442487881851,,
2020-03-09,Democratic,11.666666666666666,1.532085436613051,1.1428571428571428,0.1500818386886254,72.96,8.631267014784134,48.80952380952382,6.136623572440036
2020-03-09,Republican,0.0,0.0,,,3.24,0.5608951883003174,,
2020-03-10,Democratic,12.333333333333334,1.6196331758480829,0.36507936507936506,0.04794280958108867,89.64,10.743393392629663,24.238095238095237,2.7196986339598346
2020-03-10,Republican,0.0,0.0,0.0,0.0,4.2,0.7282565715574074,1.357142857142857,0.14281315138951126
2020-03-11,Democratic,10.25,1.3413623002142565,0.25510204081632654,0.033309218971594584,108.8,13.033426372060791,19.479591836734695,2.2453347936447883
2020-03-11,Republican,1.0,0.04655984007998608,0.02857142857142857,0.0013302811451424592,6.12,1.2488784558539654,1.5428571428571431,0.18941203448165558
2020-03-12,Democratic,9.8,1.1983940265483775,0.20714285714285713,0.024039556826363877,133.52,16.665081710866296,17.271428571428572,2.1299072644571506
2020-03-12,Republican,1.0,0.04655984007998608,0.017857142857142856,0.0008314257157140371,8.346153846153847,1.9297660030096817,1.5357142857142854,0.28341808735592955
2020-03-13,Democratic,10.4,1.277186991859906,0.14857142857142858,0.01698041788076172,170.4,21.0636842072234,18.48,2.289573234722965
2020-03-13,Republican,0.6,0.037460898635820236,0.01714285714285714,0.0010703113895948638,12.307692307692308,2.705006066945223,1.5371428571428571,0.3598540627438982
2020-03-14,Democratic,7.5,0.9596576388121201,0.18857142857142853,0.02360901526558963,202.12,24.782907267133588,21.874285714285715,2.6985635540997657
2020-03-14,Republican,0.5714285714285714,0.033409190465583896,0.022857142857142857,0.0013363676186233559,17.0,3.5517559011156976,2.0457142857142854,0.45324520593207246
2020-03-15,Democratic,6.7272727272727275,0.8730931364363177,0.2457142857142857,0.031617455007831606,243.84,29.78102977587364,26.365714285714283,3.2389519105986255
2020-03-15,Republican,0.5,0.028042417333907332,0.028571428571428567,0.0016024238476518475,25.0,5.195108172423029,3.0285714285714294,0.662650029142325
2020-03-16,Democratic,7.583333333333333,0.9509008593854622,0.31999999999999995,0.038940308587350814,298.96,36.60429198835443,32.28571428571429,3.996146424795756
2020-03-16,Republican,0.75,0.07950013286744452,0.05142857142857142,0.005451437682339052,32.0,6.58608441875943,3.7371428571428584,0.8179574472041629
2020-03-17,Democratic,8.0,0.9752725124831597,0.42857142857142855,0.05025666084125707,434.12,50.88949942851018,49.21142857142857,5.735158005125788
2020-03-17,Republican,0.9166666666666666,0.07494446959452862,0.06285714285714285,0.005139049343624818,40.88461538461539,8.73700044175965,4.8,1.0962031235104026
2020-03-18,Democratic,8.5625,1.0526757830719773,0.5485714285714286,0.06558493330454061,542.8,63.271417422898104,62.00000000000001,7.176855864405328
2020-03-18,Republican,1.2,0.18211635077683738,0.08791208791208789,0.014497942755453784,58.23076923076923,11.966766258197087,7.434065934065935,1.5316114281392952
2020-03-19,Democratic,9.5,1.1582223561117848,0.6971428571428571,0.0848916130129728,706.24,78.9794009274348,81.81714285714287,8.902045602366933
2020-03-19,Republican,1.8823529411764706,0.24830555933653442,0.1648351648351648,0.022681729827258863,80.53846153846153,16.281221420829233,10.313186813186812,2.0502079168313645
2020-03-20,Democratic,11.894736842105264,1.4684779609824878,0.9942857142857142,0.1229436931392442,922.0,99.92690214735757,107.37142857142855,11.266173991447738
2020-03-20,Republican,2.3,0.43740804156043145,0.23626373626373634,0.04703767218697544,113.23076923076923,22.95569346374649,14.417582417582414,2.89295534240018
2020-03-21,Democratic,13.8,1.7049047942778877,1.2342857142857142,0.15097619871463308,1152.2,119.74259842462288,135.7257142857143,13.565670165355609
2020-03-21,Republican,2.9,0.5078535182936823,0.29670329670329676,0.05452311006931076,156.26923076923077,30.736206030738806,19.895604395604398,3.8834928756604423
2020-03-22,Democratic,19.9,2.2305339249770135,1.8514285714285712,0.20003802284994734,1475.12,148.9294645347776,175.89714285714282,17.021204965557708
2020-03-22,Republican,3.6363636363636362,0.5992996190526064,0.41208791208791207,0.07090201893306741,201.34615384615384,40.17581443824728,25.192307692307686,4.997243752260606
2020-03-23,Democratic,23.75,2.8517557073334703,2.194285714285714,0.26071030762310776,1871.36,184.7835626590951,224.6285714285714,21.168467238677234
2020-03-23,Republican,4.478260869565218,0.8820768979909488,0.5164835164835164,0.1062294893372664,259.61538461538464,50.19315659540735,32.51648351648352,6.229581739521133
2020-03-24,Democratic,33.65,3.8024286278427724,3.2057142857142855,0.3565414707548069,2228.2,218.58973399471128,256.2971428571429,23.957176366600162
2020-03-24,Republican,5.791666666666667,1.173261427208159,0.7032967032967032,0.1497743989992389,325.0,62.551722822818235,40.58791208791209,7.687817483008369
2020-03-25,Democratic,41.19047619047619,4.601056668841757,4.16,0.45588215723728703,2621.96,259.0036016217137,297.02285714285716,27.9617405998308
2020-03-25,Republican,7.28,1.4785142004568512,0.9010989010989009,0.18808302060312482,440.84615384615387,82.0436526847465,54.65934065934065,10.010983775221346
2020-03-26,Democratic,53.95238095238095,5.967080486758125,5.497142857142856,0.5969182160680484,3181.36,313.26722691832225,353.58857142857136,33.46968942726965
2020-03-26,Republican,9.36,1.8145260514769586,1.1098901098901097,0.2260547075725433,581.2307692307693,105.38850123296501,71.52747252747253,12.729611401733685
2020-03-27,Democratic,66.45454545454545,7.340098279842487,7.062857142857142,0.7633204622735282,3779.84,371.0388776556642,408.26285714285723,38.73028221547237
2020-03-27,Republican,11.923076923076923,2.2331682600427523,1.4505494505494505,0.27095721939507106,737.3461538461538,132.37696542080838,89.15934065934064,15.63161027958027
2020-03-28,Democratic,82.8695652173913,8.907766062607568,9.314285714285713,0.9758887060252358,4382.72,429.9608262700299,461.5028571428571,44.316889692200995
2020-03-28,Republican,15.538461538461538,3.007395852745399,1.9010989010989015,0.3738199000302569,915.1153846153846,160.2246952910206,108.40659340659342,18.498355608611682
2020-03-29,Democratic,98.125,10.364225338238283,11.182857142857141,1.1664613121038772,5016.24,495.89499519511594,505.87428571428575,49.566504380048336
2020-03-29,Republican,18.26923076923077,3.38973801160224,2.1703296703296706,0.4118054762774773,1060.8076923076924,184.60441288633805,122.78021978021977,20.63265692115582
2020-03-30,Democratic,118.79166666666667,12.591099058403758,13.577142857142853,1.400864361457262,5697.64,570.3312111116712,546.6114285714285,55.078235493225165
2020-03-30,Republican,21.807692307692307,4.057233461333774,2.5494505494505497,0.4681335238510239,1245.6538461538462,215.26385192855463,140.8626373626374,23.581527904735317
2020-03-31,Democratic,149.29166666666666,15.804953478059415,16.62857142857143,1.732973205237546,6448.04,648.8348191853904,602.8342857142857,61.46358359866845
2020-03-31,Republican,27.76923076923077,4.992849138240812,3.2032967032967035,0.5585483700069521,1470.9615384615386,249.9118885148884,163.70879120879124,26.765737956010028
2020-04-01,Democratic,176.6,18.536477186102815,20.28571428571429,2.0959413691822486,7224.64,735.6025518005548,657.5257142857142,68.08556431126297
2020-04-01,Republican,34.46153846153846,6.182361236939837,3.9230769230769225,0.6801018524671127,1713.2307692307693,292.4186255527789,181.7692307692308,30.05356755257605
2020-04-02,Democratic,215.48,22.386055260691865,24.308571428571426,2.4819582359735777,8077.64,831.1363198193848,699.4685714285713,73.98129898586608
2020-04-02,Republican,42.07692307692308,7.191281607502855,4.7252747252747245,0.7780778599348915,1968.1153846153845,333.0988707756769,198.12637362637363,32.530052791815976
2020-04-03,Democratic,259.08,26.621223404314318,28.657142857142862,2.8802767025789904,9059.08,936.2100997328287,754.1771428571429,80.7387460110235
2020-04-03,Republican,49.46153846153846,8.07976856856314,5.362637362637362,0.8352286155029126,2250.423076923077,380.8221122113809,216.15384615384616,35.49216382722465
2020-04-04,Democratic,310.08,31.710911951203748,33.40571428571428,3.35939531051497,10087.88,1053.6620760768428,815.0228571428571,89.10017854383041
2020-04-04,Republican,57.30769230769231,9.465218309308671,5.967032967032965,0.9225460652233243,2536.846153846154,427.80693721498795,231.67582417582415,38.22603456056678
2020-04-05,Democratic,354.24,36.02789162225655,37.14857142857143,3.725462185363972,10860.88,1136.5183910478422,834.9485714285714,91.51762797896093
2020-04-05,Republican,66.26923076923077,10.935855218238878,6.857142857142855,1.0780167438052346,2774.576923076923,468.0588074320195,244.8241758241758,40.49348493509732
2020-04-06,Democratic,397.6,40.00305585315851,40.50857142857143,3.9879429652987013,11755.8,1243.8607874698955,865.4514285714287,96.21851090831777
2020-04-06,Republican,75.3076923076923,12.344520163334218,7.642857142857143,1.183898100285778,3025.5,507.0957530125289,254.26373626373623,41.69027158342494
2020-04-07,Democratic,462.52,46.40210397854617,45.599999999999994,4.461335519944162,12635.72,1354.6144736368449,883.9542857142857,100.82566492163635
2020-04-07,Republican,90.57692307692308,14.404759205022527,8.972527472527473,1.3445585809688168,3359.0,555.9954494395195,269.71978021978026,43.726222989232994
2020-04-08,Democratic,529.64,52.78105330116041,50.43428571428572,4.892082302151086,13525.16,1453.2759494102343,900.0742857142855,102.52477108709712
2020-04-08,Republican,103.42307692307692,16.51376729508199,9.851648351648352,1.4759151511631652,3676.0,605.9567087454697,280.39560439560444,44.79115474181298
2020-04-09,Democratic,596.48,59.86548646694162,54.428571428571416,5.354204458035678,14558.96,1583.5731881836798,925.9028571428572,107.49098119489926
2020-04-09,Republican,117.38461538461539,18.50419457926499,10.758241758241756,1.616130424537448,4003.1923076923076,659.7568777378258,290.72527472527474,46.66542956602132
2020-04-10,Democratic,665.08,67.03000810672611,58.0,5.7726835289159695,15557.08,1705.6981394461036,928.2857142857142,109.92686281618218
2020-04-10,Republican,132.3846153846154,20.792761886163323,11.846153846153847,1.8161419025143124,4362.807692307692,716.1539894556931,301.76923076923083,47.90455389204463
2020-04-11,Democratic,732.52,73.90418474557659,60.34857142857143,6.027610399196117,16455.44,1809.1861879895616,909.6514285714286,107.9320159875313
2020-04-11,Republican,146.46153846153845,22.911650375820596,12.736263736263737,1.9209188666445607,4671.846153846154,766.008434536897,304.99999999999994,48.31449961741562
2020-04-12,Democratic,790.6,79.5868015529478,62.33714285714287,6.222701418670178,17253.0,1898.2003880655254,913.1599999999999,108.81171385966891
2020-04-12,Republican,156.1153846153846,24.509006553580168,12.835164835164838,1.9390216193344687,4971.692307692308,814.9209567638719,313.87362637362634,49.55173561883611
2020-04-13,Democratic,843.0,85.06731620999496,63.62857142857145,6.437751479548064,17973.72,1992.6713892289115,888.2742857142856,106.97294310843084
2020-04-13,Republican,169.0,26.381862789780783,13.384615384615385,2.0053346609209375,5245.115384615385,860.3334701766295,317.08791208791206,50.462531023442885
2020-04-14,Democratic,917.68,93.62274476513085,65.02285714285713,6.74580582665495,18730.96,2084.228731468897,870.7485714285713,104.23060826172171
2020-04-14,Republican,187.19230769230768,29.032945106296875,13.802197802197806,2.089740843039192,5501.961538461538,902.3170222562264,306.1373626373626,49.47451040238674
2020-04-15,Democratic,995.8,103.02222726281822,66.5942857142857,7.177310565951115,19612.08,2187.6668590121894,869.56,104.91298708599355
2020-04-15,Republican,209.73076923076923,32.4031346911805,15.186813186813186,2.2699096280140716,5818.076923076923,957.0626928207171,306.010989010989,50.157997725035344
2020-04-16,Democratic,1066.28,111.35765946388663,67.11428571428571,7.356024713849288,20505.24,2297.462936953042,849.4685714285716,101.9842498241947
2020-04-16,Republican,226.46153846153845,35.06963806715828,15.582417582417586,2.3664919268418987,6145.961538461538,1013.7038020926867,306.1098901098901,50.56384633640869
2020-04-17,Democratic,1131.28,118.59948144616388,66.60000000000001,7.367067619919676,21352.8,2407.3817438383294,827.96,100.2405149131751
2020-04-17,Republican,245.5,37.660003828917255,16.159340659340653,2.4096059918219908,6559.423076923077,1078.9702947404396,313.8021978021977,51.830900754963764
2020-04-18,Democratic,1189.56,125.55456519073304,65.29142857142857,7.378625777879494,22095.44,2491.7727046822565,805.7142857142858,97.51235952752785
2020-04-18,Republican,262.15384615384613,40.1387922970152,16.52747252747253,2.4610202744563727,6918.807692307692,1137.812776316049,320.9945054945056,53.114905968450266
2020-04-19,Democratic,1246.36,131.54593808454445,65.10857142857141,7.42273379022809,22825.44,2589.6732389189633,796.0628571428573,98.78183583620549
2020-04-19,Republican,275.65384615384613,42.137079086099256,17.07692307692308,2.5182960760741575,7269.692307692308,1197.640945115098,328.28571428571433,54.674284050175146
2020-04-20,Democratic,1302.28,139.531163908908,65.61142857142858,7.780549671273294,23540.28,2704.2950338632154,795.2228571428573,101.66052066204327
2020-04-20,Republican,291.11538461538464,44.553921469979244,17.445054945054952,2.596008382885496,7575.923076923077,1248.7214440830362,332.97252747252736,55.483996272343816
2020-04-21,Democratic,1378.68,148.35405532105267,65.85714285714285,7.818758650845976,24256.16,2802.3128391404985,789.3142857142859,102.583443953086
2020-04-21,Republican,312.5,48.02954917349866,17.901098901098898,2.713800581028827,7898.576923076923,1305.171238096806,342.3736263736263,57.55060226293988
2020-04-22,Democratic,1442.04,157.2009118642254,63.74857142857143,7.739812085915313,25113.6,2925.223000044194,785.9314285714286,105.36516300457203
2020-04-22,Republican,332.15384615384613,50.803319827040745,17.48901098901099,2.628597876551467,8200.961538461539,1353.0617321432999,340.41208791208794,56.571291331797546
2020-04-23,Democratic,1492.24,164.41821043030643,60.85142857142857,7.580078709488543,25981.76,3038.884106105243,782.36,105.91730987888587
2020-04-23,Republican,352.8076923076923,54.166737897106565,18.049450549450555,2.7281571185640394,8588.615384615385,1418.7487255556164,348.9505494505495,57.86356049470419
2020-04-24,Democratic,1549.8,171.71979057190845,59.78857142857143,7.588615589392085,26899.56,3155.4467051082333,792.3942857142856,106.86642303855763
2020-04-24,Republican,370.11538461538464,56.74322103483745,17.8021978021978,2.7261738865600265,9006.384615384615,1492.4474449731524,349.5659340659341,59.06816431895896
2020-04-25,Democratic,1608.16,179.6319585583085,59.79999999999999,7.725341909653647,27925.4,3275.7850762240123,832.8514285714285,112.00176736310806
2020-04-25,Republican,381.15384615384613,58.51372045465216,17.0,2.624989736805279,9399.576923076924,1565.0599726774146,354.3956043956045,61.03531376590933
2020-04-26,Democratic,1647.72,185.26260112682124,57.33714285714285,7.673809006039546,28681.72,3385.967743758977,836.6114285714285,113.75635783428767
2020-04-26,Republican,389.9230769230769,60.07104544711364,16.324175824175825,2.5619951944306223,9722.884615384615,1624.141307662475,350.45604395604397,60.928623221053776
2020-04-27,Democratic,1685.48,190.34187382274533,54.742857142857126,7.258672844833897,29277.4,3457.6495783151245,819.5885714285713,107.62207777884414
2020-04-27,Republican,402.61538461538464,62.02141916116648,15.928571428571425,2.4953568130267465,10018.653846153846,1678.931040611118,348.9615384615385,61.45851378972603
2020-04-28,Democratic,1746.36,197.91112129356904,52.525714285714294,7.0795808532166165,29953.6,3562.652913947357,813.9199999999998,108.62001068669404
2020-04-28,Republican,423.7692307692308,64.92306676440639,15.895604395604396,2.41335965584396,10337.961538461539,1738.0104703067868,348.4835164835165,61.83417602999734
2020-04-29,Democratic,1818.44,206.85171976835514,53.77142857142857,7.092972557732822,30675.24,3659.972593619524,794.52,104.9642276536188
2020-04-29,Republican,458.8076923076923,69.5492026410096,18.093406593406595,2.6779832591384034,10667.346153846154,1801.8346314293087,352.34065934065933,64.11041418371555
2020-04-30,Democratic,1880.32,215.26318266384482,55.44,7.2635674619340564,31486.0,3772.697926291246,786.32,104.83054574085732
2020-04-30,Republican,481.46153846153845,73.34129279524976,18.37912087912088,2.7392221283061704,11020.73076923077,1865.0504446324992,347.44505494505495,63.75738843955468
2020-05-01,Democratic,1931.72,222.25420511044803,54.55999999999999,7.219202076934226,32288.44,3899.5507567081218,769.8400000000001,106.30057879998411
2020-05-01,Republican,500.4230769230769,76.75729523105514,18.615384615384613,2.8591534566025283,11519.153846153846,1953.1232735516996,358.96703296703294,65.81083265407821
2020-05-02,Democratic,1974.88,227.81786272491627,52.38857142857143,6.883700595229667,32989.8,3984.892305770853,723.4857142857144,101.30103279240551
2020-05-02,Republican,519.0,79.65050898320479,19.692307692307693,3.019541218364663,11960.192307692309,2034.0488276312258,365.8021978021977,66.9984078505444
2020-05-03,Democratic,2010.8,233.71547413485902,51.86857142857143,6.921839001148252,33650.88,4079.1740585773496,709.88,99.02947354548174
2020-05-03,Republican,531.7307692307693,81.38288148869927,20.258241758241766,3.0445480059408085,12313.538461538461,2100.04642124992,370.09340659340654,67.98644479820649
2020-05-04,Democratic,2040.36,238.74763600925755,50.69714285714284,6.915108883787467,34201.04,4158.045416757302,703.3771428571429,100.05654834888269
2020-05-04,Republican,543.1538461538462,82.98272453676185,20.076923076923077,2.9944721965136223,12649.5,2164.518152232344,375.8351648351648,69.36958737446085
2020-05-05,Democratic,2111.56,247.66651926228434,52.171428571428585,7.107913995530764,34806.04,4253.295016993386,693.2057142857142,98.66315757800402
2020-05-05,Republican,569.0384615384615,86.66655587548351,20.752747252747252,3.1062127301538727,12928.076923076924,2213.0847855218963,370.0164835164836,67.86775931644408
2020-05-06,Democratic,2161.0,254.4420959930371,48.93714285714285,6.7986251749545685,35425.56,4352.124712466563,678.6171428571428,98.8788741210055
2020-05-06,Republican,596.5384615384615,91.15018745197204,19.67582417582417,3.085854972994634,13294.26923076923,2275.7628501200543,375.2747252747253,67.70403124153518
2020-05-07,Democratic,2250.44,264.12051771832296,52.87428571428572,6.979619293496877,36142.08,4457.249172016074,665.1542857142858,97.79303510354703
2020-05-07,Republican,616.3461538461538,94.60913093683658,19.26923076923077,3.038262591655262,13660.192307692309,2345.6704118097455,377.06593406593396,68.65999531103525
2020-05-08,Democratic,2298.08,271.024907081032,52.33714285714285,6.9672431386548395,36835.12,4562.583144091952,649.5257142857142,94.71891248340425
2020-05-08,Republican,639.5769230769231,97.94612287175133,19.879120879120876,3.0269753772423136,14050.653846153846,2423.244913793537,361.6428571428572,67.16023432026243
2020-05-09,Democratic,2336.68,276.3012582486049,51.685714285714276,6.926199360526953,37435.36,4653.65913183211,635.08,95.53811800875111
2020-05-09,Republican,658.0384615384615,100.79337725983791,19.862637362637365,3.02040975380473,14427.038461538461,2499.4751063526246,352.40659340659334,66.48946838877126
2020-05-10,Democratic,2365.08,280.40779260850815,50.611428571428576,6.670331210521303,37989.52,4733.928296461857,619.8057142857143,93.53631969778685
2020-05-10,Republican,670.5384615384615,102.91056377053145,19.82967032967033,3.0753831831188765,14720.26923076923,2553.652886579192,343.81868131868134,64.80092361846738
2020-05-11,Democratic,2387.08,283.9185346186421,49.53142857142858,6.452985515626364,38435.6,4798.903544159864,604.9371428571429,91.5511610575089
2020-05-11,Republican,683.6153846153846,104.8681178758906,20.06593406593406,3.1264847627326784,14990.384615384615,2602.400350176516,334.4120879120879,62.55459970631033
2020-05-12,Democratic,2427.28,289.27867199556533,45.10285714285715,5.9445932476115715,39002.44,4878.466993493271,599.4857142857142,89.31028235712638
2020-05-12,Republican,702.0384615384615,107.87792655186102,19.000000000000007,3.030195810911072,15315.307692307691,2656.9009122153625,341.03296703296695,63.40230381335237
2020-05-13,Democratic,2473.52,296.43230948279836,44.645714285714284,5.998601927108743,39541.84,4961.32590984122,588.04,87.0287424820936
2020-05-13,Republican,723.1153846153846,111.15156436413594,18.082417582417584,2.8573395588805584,15610.615384615385,2707.1072903413246,330.9065934065933,61.62063431732435
2020-05-14,Democratic,2525.36,303.29595814077214,39.27428571428572,5.596491488921307,40203.16,5059.3214374536865,580.1542857142857,86.01032363394457
2020-05-14,Republican,745.5,114.66618135704432,18.450549450549453,2.8652929171725314,15998.038461538461,2772.9505307429454,333.97802197802196,61.040016990457055
2020-05-15,Democratic,2565.08,309.1572448543761,38.14285714285713,5.447476824763449,40825.28,5150.154857650796,570.0228571428571,83.93881622269217
2020-05-15,Republican,765.0769230769231,117.85369933501737,17.92857142857143,2.8439394947522896,16345.76923076923,2843.504692960135,327.87362637362634,60.037111309513875
2020-05-16,Democratic,2586.52,311.9259909384157,35.691428571428574,5.089247527115833,41394.68,5234.607233484967,565.6171428571429,82.99258595040833
2020-05-16,Republican,782.5,120.33004967898887,17.78021978021978,2.7909532027358512,16746.423076923078,2907.313620238522,331.34065934065933,58.262644840842626
2020-05-17,Democratic,2609.56,315.6695134172796,34.925714285714285,5.037388686967354,41887.32,5303.1711348354465,556.8285714285714,81.32040548194136
